full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Stephen Pace",Stephen,Pace,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000002,408414,7142,"Stephen Pace",Q125640,kg:/m/0275g61,19282,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Hardin Peterson",James,Peterson,Hardin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000261,408663,7372,"J. Hardin Peterson",Q541986,kg:/m/02rhhvs,19600,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Lawrence Pfeifer",Joseph,Pfeifer,Lawrence,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000285,408685,7390,"Joseph L. Pfeifer",Q1707452,kg:/m/026tjzb,19630,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Louis Pfeiffer",William,Pfeiffer,Louis,"Not Given","Not Given","Not Given","Not Given","Not Given",1907-05-29,Male,P000286,408686,7391,"William L. Pfeiffer",Q8014202,kg:/m/0gyj1b,19631,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Dayton Edward Phillips",Dayton,Phillips,Edward,"Not Given","Not Given","Not Given","Not Given","Not Given",1910-03-29,Male,P000306,408706,7411,"Dayton E. Phillips",Q1179207,kg:/m/0dqbpm,19654,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Albert Plumley",Charles,Plumley,Albert,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000395,408789,7495,"Charles Albert Plumley",Q1063524,kg:/m/02rfn46,19767,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward John Bonin",Edward,Bonin,John,"Not Given","Not Given","Not Given","Not Given","Not Given",1904-12-23,Male,B000618,401584,845,"Edward J. Bonin",Q5343623,kg:/m/0dpc_b,9581,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Fleming Rich",Robert,Rich,Fleming,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000209,409185,7864,"Robert F. Rich",Q7344211,kg:/m/0f3kpr,20342,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Gregory Sadowski",George,Sadowski,Gregory,"Not Given","Not Given","Not Given","Not Given","Not Given",1903-03-12,Male,S000011,409531,8172,"George G. Sadowski",Q1507393,kg:/m/026zj03,21145,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Carfield Sanborn",John,Sanborn,Carfield,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000029,409548,8193,"John C. Sanborn",Q1699504,kg:/m/0d5brw,21166,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hugo Sheridan Sims",Hugo,Sims,Sheridan,"Not Given",Jr.,"Not Given","Not Given","Not Given",1921-10-14,Male,S000439,409933,8535,"Hugo S. Sims, Jr.",Q1356413,kg:/m/02vp06f,21685,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frederick Cleveland Smith",Frederick,Smith,Cleveland,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000536,410019,8619,"Frederick Cleveland Smith",Q5497549,kg:/m/027m4z7,21801,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Andrew Lawrence Somers",Andrew,Somers,Lawrence,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000676,410148,8739,"Andrew Lawrence Somers",Q1103272,kg:/m/078x1b,21973,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Anthony Francis Tauriello",Anthony,Tauriello,Francis,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000056,410644,9192,"Anthony F. Tauriello",Q4772473,kg:/m/0d9813,22701,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Parnell Thomas",John,Thomas,Parnell,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000175,410756,9301,"J. Parnell Thomas",Q1676374,kg:/m/06tp75,22843,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Wolcott Wadsworth",James,Wadsworth,Wolcott,"Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,W000012,411191,9705,"James Wolcott Wadsworth Jr.",Q6145741,kg:/m/04fv36,23235,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Earl Thomas Wagner",Earl,Wagner,Thomas,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-04-27,Male,W000019,411198,9711,"Earl T. Wagner",Q1277178,kg:/m/02rhff0,23242,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Richard Walsh",John,Walsh,Richard,"Not Given","Not Given","Not Given","Not Given","Not Given",1913-05-22,Male,W000100,411278,9784,"John R. Walsh",Q183430,kg:/m/02rkgx1,23333,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Richard Joseph Welch",Richard,Welch,Joseph,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000265,411433,9928,"Richard J. Welch",Q139164,kg:/m/02rjybp,23535,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Kenneth Spicer Wherry",Kenneth,Wherry,Spicer,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000344,411506,9998,"Kenneth S. Wherry",Q1738904,kg:/m/049dqh,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Cecil Fielding White",Cecil,White,Fielding,"Not Given","Not Given","Not Given","Not Given","Not Given",1900-12-12,Male,W000359,411521,10013,"Cecil F. White",Q1052296,kg:/m/027f9s5,23642,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Compton Ignatius White",Compton,White,Ignatius,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000361,411523,10015,"Compton I. White",Q1122021,kg:/m/07kmmt,23644,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Madison Whittington",William,Whittington,Madison,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000430,411589,10077,"William Madison Whittington",Q1713123,kg:/m/0ftbm8,23726,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Howard Wilson",George,Wilson,Howard,"Not Given","Not Given","Not Given","Not Given","Not Given",1905-08-21,Male,W000582,411737,10222,"George H. Wilson",Q1507488,kg:/m/02rr719,23909,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Chase Going Woodhouse",Chase,Woodhouse,Going,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Female,W000714,411866,10344,"Chase G. Woodhouse",Q1067999,kg:/m/092_3k,24069,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Francis Eugene Worley",Francis,Worley,Eugene,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-10-10,Male,W000744,411893,10373,"Eugene Worley",Q1373204,kg:/m/03c2_0p,24105,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Earle C Clements",Earle,Clements,C,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000506,402642,1831,"Earle Clements",Q361373,kg:/m/08gpcj,11081,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Willis Smith",Willis,Smith,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000639,410113,8708,"Willis Smith",Q829804,kg:/m/02kllh,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Fred George Aandahl",Fred,Aandahl,George,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000001,400664,1,"Fred G. Aandahl",Q882579,kg:/m/01grlf,8247,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Asa Leonard Allen",Asa,Allen,Leonard,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000114,400771,100,"A. Leonard Allen",Q278928,kg:/m/0ds8jw,8419,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Zuinglius Anderson",John,Anderson,Zuinglius,"Not Given","Not Given","Not Given","Not Given","Not Given",1904-03-22,Male,A000196,400851,173,"Jack Z. Anderson",Q1253601,kg:/m/02rl0n0,8529,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Orland Kay Armstrong",Orland,Armstrong,Kay,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000218,400924,235,"Orland K. Armstrong",Q1695882,kg:/m/02rw_4t,8564,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Claude Ignatius Bakewell",Claude,Bakewell,Ignatius,"Not Given","Not Given","Not Given","Not Given","Not Given",1912-08-09,Male,B000080,401083,377,"Claude I. Bakewell",Q1096821,kg:/m/02rz5rn,8877,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Bengal Bates",Joseph,Bates,Bengal,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000237,401232,516,"Joe B. Bates",Q1691325,kg:/m/02rl1sv,9082,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Wallace Blackney",William,Blackney,Wallace,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000515,401493,758,"William W. Blackney",Q2580881,kg:/m/03zz51,9440,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Reva Zilpha Beck Bosone",Reva,Bosone,"Zilpha Beck","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Female,B000649,401613,869,"Reva Beck Bosone",Q2146738,kg:/m/02rm4zb,9625,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Grimes Breen",Edward,Breen,Grimes,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-06-10,Male,B000792,401749,998,"Edward G. Breen",Q5343032,kg:/m/03t210,9803,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Walter Ellsworth Brehm",Walter,Brehm,Ellsworth,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000794,401751,1000,"Walter E. Brehm",Q7964713,kg:/m/02rj_0n,9805,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frank Buchanan",Frank,Buchanan,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1902-12-01,Male,B001002,401952,1184,"Frank Buchanan (Pennsylvania politician)",Q5485528,kg:/m/0dzw2t,10069,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Howard Homan Buffett",Howard,Buffett,Homan,"Not Given","Not Given","Not Given","Not Given","Not Given",1903-08-13,Male,B001039,401989,1218,"Howard Buffett",Q723488,kg:/m/04m4y6,10115,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Clarence Godber Burton",Clarence,Burton,Godber,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001148,402091,1316,"Clarence G. Burton",Q1095418,kg:/m/02vp0h0,10253,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Cornelius Butler",John,Butler,Cornelius,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001179,402121,1340,"John Cornelius Butler",Q6227150,kg:/m/0d8t4q,10293,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Thomas Byrne",William,Byrne,Thomas,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001214,402153,1369,"William T. Byrne",Q8019041,kg:/m/026fp1m,10337,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Louis Gary Clemente",Louis,Clemente,Gary,"Not Given","Not Given","Not Given","Not Given","Not Given",1908-06-10,Male,C000504,402640,1829,"L. Gary Clemente",Q723401,kg:/m/026hsj9,11078,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Albert McDonald Cole",Albert,Cole,McDonald,"Not Given","Not Given","Not Given","Not Given","Not Given",1901-10-13,Male,C000606,402735,1920,"Albert M. Cole",Q1431467,kg:/m/02rm9cn,11208,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jesse Martin Combs",Jesse,Combs,Martin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000655,402782,1960,"Jesse M. Combs",Q127192,kg:/m/03c2zmp,11275,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Eugene Cox",Edward,Cox,Eugene,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000831,402948,2111,"Edward E. Cox",Q1292099,kg:/m/02rk0rp,11497,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Fred Lewis Crawford",Fred,Crawford,Lewis,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000889,403001,2159,"Fred L. Crawford",Q1452413,kg:/m/027f5x1,11566,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harmar Denny Denny",Harmar,Denny,Denny,"Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,D000249,403387,2507,"Harmar D. Denny Jr.",Q5659063,kg:/m/0f6r19,12138,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Lee Doughton",Robert,Doughton,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000448,403558,2684,"Robert L. Doughton",Q1260497,kg:/m/06cjkm,12391,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Henderson Duff",James,Duff,Henderson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000516,403626,2745,"James H. Duff",Q881621,kg:/m/037rgj,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Aubrey Eaton",Charles,Eaton,Aubrey,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000023,403719,2827,"Charles Aubrey Eaton",Q1063600,kg:/m/07nyv6,12630,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Charles Henry Elston",Charles,Elston,Henry,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000160,403851,2948,"Charles H. Elston",Q1064657,kg:/m/02rhd6w,12790,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frank Fellows",Frank,Fellows,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000066,404024,3096,"Frank Fellows (politician)",Q1443235,kg:/m/02rtmyg,13048,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Bacon Fugate",Thomas,Fugate,Bacon,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000399,404341,3386,"Thomas B. Fugate",Q2422158,kg:/m/0kscq6,13474,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Foster Furcolo",John,Furcolo,Foster,"Not Given","Not Given","Not Given","Not Given","Not Given",1911-07-29,Male,F000431,404372,3415,"Foster Furcolo",Q880342,kg:/m/036c7s,13518,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Walter Franklin George",Walter,George,Franklin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000131,404501,3536,"Walter F. George",Q352331,kg:/m/05n_z3,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Wilson Darwin Gillette",Wilson,Gillette,Darwin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000206,404570,3604,"Wilson D. Gillette",Q8023039,kg:/m/0f3bhf,13826,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ed Lee Gossett",Ed,Gossett,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given",1902-01-27,Male,G000338,404694,3719,"Ed Gossett",Q1282355,kg:/m/02vrpjh,13989,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Walter Keil Granger",Walter,Granger,Keil,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000379,404730,3752,"Walter K. Granger",Q1690772,kg:/m/02rm40s,14041,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ernest Greenwood",Ernest,Greenwood,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000438,404786,3802,"Ernest Greenwood",Q198289,kg:/m/026bx39,14119,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edwin Arthur Hall",Edwin,Hall,Arthur,"Not Given","Not Given","Not Given","Not Given","Not Given",1909-02-11,Male,H000050,404935,3937,"Edwin Arthur Hall",Q5346212,kg:/m/0kschc,14349,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Leonard Wood Hall",Leonard,Hall,Wood,"Not Given","Not Given","Not Given","Not Given","Not Given",1900-10-02,Male,H000060,404945,3946,"Leonard W. Hall",Q1819045,kg:/m/026fnz5,14362,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Franck Roberts Havenner",Franck,Havenner,Roberts,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000356,405225,4201,"Franck R. Havenner",Q1442456,kg:/m/025wq2z,14720,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Erland Harold Hedrick",Erland,Hedrick,Harold,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000442,405308,4278,"E. H. Hedrick",Q1273501,kg:/m/02wxtcs,14827,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Joseph Heffernan",James,Heffernan,Joseph,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000443,405309,4279,"James J. Heffernan",Q867248,kg:/m/0797g4,14828,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Christian Archibald Herter",Christian,Herter,Archibald,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000548,405410,4371,"Christian Herter",Q240274,kg:/m/01b0fq,14962,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Clyde Roark Hoey",Clyde,Hoey,Roark,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000679,405532,4483,"Clyde R. Hoey",Q743567,kg:/m/02j0rf,15125,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Theodore Leonard Irving",Theodore,Irving,Leonard,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,I000037,405894,4822,"Leonard Irving",Q1730034,kg:/m/02rz7g0,15663,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Halsey Jenison",Edward,Jenison,Halsey,"Not Given","Not Given","Not Given","Not Given","Not Given",1907-07-27,Male,J000080,405983,4911,"Edward H. Jenison",Q5343238,kg:/m/02rkyt8,15795,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hamilton Chamberlain Jones",Hamilton,Jones,Chamberlain,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000224,406118,5035,"Hamilton C. Jones",Q1573464,kg:/m/03b_yzv,15976,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Kee",John,Kee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000039,406209,5117,"John Kee",Q1700686,kg:/m/02pnzk8,16126,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Hosea Kerr",John,Kerr,Hosea,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000138,406304,5208,"John H. Kerr",Q1700317,kg:/m/02jvw4,16251,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Henry Dominique Larcade",Henry,Larcade,Dominique,"Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,L000095,406603,5476,"Henry D. Larcade Jr.",Q1606649,kg:/m/02rtmpw,16712,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Herbert Henry Lehman",Herbert,Lehman,Henry,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000224,406728,5591,"Herbert H. Lehman",Q879261,kg:/m/02zq55,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Francis Lind",James,Lind,Francis,"Not Given","Not Given","Not Given","Not Given","Not Given",1900-10-17,Male,L000318,406812,5671,"James F. Lind",Q6133672,kg:/m/0f77c3,16987,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Clare Magee",Clare,Magee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000045,407073,5905,"Clare Magee",Q1095314,kg:/m/02rz5r9,17383,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Patrick Anthony McCarran",Patrick,McCarran,Anthony,Pat,"Not Given","Not Given","Not Given","Not Given",NULL,Male,M000308,407322,6132,"Pat McCarran",Q3269382,kg:/m/02vl8t,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Christopher Columbus McGrath",Christopher,McGrath,Columbus,"Not Given","Not Given","Not Given","Not Given","Not Given",1902-05-15,Male,M000455,407454,6259,"Christopher C. McGrath",Q5112043,kg:/m/02682z4,17893,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Andrew McGuire",John,McGuire,Andrew,"Not Given","Not Given","Not Given","Not Given","Not Given",1906-02-28,Male,M000465,407464,6267,"John A. McGuire",Q1699069,kg:/m/02rkzjn,17906,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Clinton Dotson McKinnon",Clinton,McKinnon,Dotson,"Not Given","Not Given","Not Given","Not Given","Not Given",1906-02-05,Male,M000528,407520,6317,"Clinton D. McKinnon",Q1101684,kg:/m/0bmwqj,17987,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Brien McMahon",Brien,McMahon,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",1903-10-06,Male,M000559,407551,6346,"Brien McMahon",Q1659644,kg:/m/044dg4,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Chester Bartow McMullen",Chester,McMullen,Bartow,"Not Given","Not Given","Not Given","Not Given","Not Given",1902-12-06,Male,M000577,407568,6361,"Chester B. McMullen",Q1070663,kg:/m/02rhdmy,18047,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Eugene Donald Millikin",Eugene,Millikin,Donald,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000771,407749,6525,"Eugene Millikin",Q454640,kg:/m/09zm05,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hugh Burnton Mitchell",Hugh,Mitchell,Burnton,"Not Given","Not Given","Not Given","Not Given","Not Given",1907-03-22,Male,M000814,407789,6561,"Hugh Mitchell (politician)",Q1634482,kg:/m/03ds1p,18351,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Arthur Edson Blair Moody",Arthur,Moody,"Edson Blair","Not Given","Not Given","Not Given","Not Given","Not Given",1902-02-13,Male,M000878,407850,6613,"Blair Moody",Q881176,kg:/m/03l8yd,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Robert Murdock",John,Murdock,Robert,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M001081,408046,6799,"John R. Murdock",Q1322443,kg:/m/02rhkh0,18679,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Joseph Murphy",James,Murphy,Joseph,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M001094,408058,6809,"James J. Murphy",Q3562326,kg:/m/026mwb4,18694,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Reid Fred Murray",Reid,Murray,Fred,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M001112,408075,6823,"Reid F. Murray",Q669934,kg:/m/02vrqll,18716,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Harry Patrick O���Nei",Harry,O���Nei,Patrick,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,O000095,408304,7078,"Harry P. O'Neill",Q13219745,kg:/m/0f2gb2,19182,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Donald Lawrence O���Too",Donald,O���Too,Lawrence,"Not Given","Not Given","Not Given","Not Given","Not Given",1902-08-01,Male,O000133,408312,7114,"Donald Lawrence O'Toole",Q1446887,kg:/m/026mw9g,19230,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Augustus Pickett",Thomas,Pickett,Augustus,"Not Given","Not Given","Not Given","Not Given","Not Given",1906-08-14,Male,P000327,408724,7430,"Tom Pickett",Q2439962,kg:/m/0gy03j,19683,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Vincent Quinn",Thomas,Quinn,Vincent,"Not Given","Not Given","Not Given","Not Given","Not Given",1903-03-16,Male,Q000021,408983,7680,"T. Vincent Quinn",Q866834,kg:/m/08kt4p,20069,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Lincoln Ramsay",Robert,Ramsay,Lincoln,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000025,409006,7702,"Robert L. Ramsay (politician)",Q1365631,kg:/m/02z9_9k,20105,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Elliott Rankin",John,Rankin,Elliott,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000056,409036,7731,"John E. Rankin",Q1381991,kg:/m/060x_3,20149,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Monroe Minor Redden",Monroe,Redden,Minor,"Not Given","Not Given","Not Given","Not Given","Not Given",1901-09-24,Male,R000104,409083,7774,"Monroe Minor Redden",Q1945204,kg:/m/050yx_,20210,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Tripp Ross",Robert,Ross,Tripp,"Not Given","Not Given","Not Given","Not Given","Not Given",1903-06-04,Male,R000453,409417,8075,"Robert Tripp Ross",Q867243,kg:/m/026fntq,20643,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Adolph Joachim Sabath",Adolph,Sabath,Joachim,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000001,409522,8163,"Adolph J. Sabath",Q365407,kg:/m/07y5bd,21133,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Lansdale Ghiselin Sasscer",Lansdale,Sasscer,Ghiselin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000067,409579,8219,"Lansdale Ghiselin Sasscer",Q2045582,kg:/m/08zzgq,21217,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
